u-r color,Mr luminosity,log10density,redshift,velocity of dispersion of host cluster (-99 if not in a cluster)
2.354,-19.24,0.5986,0.04048,302.4
1.406,-19.05,0.5472,0.03718,302.4
1.98,-19.64,0.7996,0.03697,302.4
2.155,-19.33,1.069,0.03752,302.4
1.787,-20.59,0.2993,0.04079,-99
2.334,-19.52,0.958,0.03755,302.4
2.294,-21.09,0.7214,0.03782,302.4
2.384,-19.62,0.8822,0.03661,302.4
1.732,-20.18,0.72,0.03632,302.4
2.488,-21.65,0.4976,0.03666,302.4
2.683,-21.07,-0.1497,0.05356,-99
2.483,-20.53,0.1023,0.05288,-99
2.558,-21.31,1.38,0.03795,302.4
1.46,-19.25,0.5001,0.03729,302.4
1.316,-17.76,1.691,0.03951,302.4
2.328,-20.72,0.8932,0.03707,302.4
2.415,-20.57,1.274,0.03836,302.4
2.493,-21.64,1.153,0.0368,302.4
1.825,-21.28,1.312,0.03506,302.4
1.376,-20.03,0.0433,0.04091,-99
1.907,-19.54,0.8014,0.03687,302.4
2.046,-20.58,0.3575,0.03728,302.4
1.054,-20.57,0.4907,0.03538,302.4
1.782,-21.99,0.7255,0.03686,302.4
2.595,-20.78,-0.1541,0.06672,-99
2.424,-19.97,-0.1106,0.05278,-99
2.204,-19.27,0.4903,0.03609,302.4
2.262,-19.98,-0.1247,0.05282,-99
1.863,-20.74,0.6039,0.03571,302.4
1.524,-19.41,-0.2334,0.05235,-99
2.424,-21.53,0.637,0.03697,302.4
2.212,-20.58,0.2244,0.06744,-99
1.778,-22.39,0.5538,0.03921,302.4
2.412,-20.32,-0.2402,0.02533,-99
2.423,-21.11,-0.4368,0.06634,-99
1.188,-18.26,-0.1258,0.021,-99
2.412,-21.63,-0.5928,0.06641,-99
2.057,-19.71,0.3318,0.03783,302.4
2.181,-19.78,0.3462,0.03663,302.4
1.801,-20.34,-0.4042,0.06835,-99
2.163,-19.08,0.2186,0.03596,302.4
1.229,-19.79,-0.07607,0.06806,-99
2.448,-20.43,-0.1706,0.06745,-99
1.281,-18.51,-0.1371,0.03761,302.4
2.366,-13.86,-0.08838,0.02361,-99
2.163,-20.32,-0.3217,0.05287,-99
2.596,-20.26,-0.4653,0.06713,-99
1.04,-19.44,0.1138,0.03478,302.4
2.224,-19.55,-0.1161,0.0218,-99
3.232,-20.17,0.7552,0.03616,302.4
1.935,-19.65,-0.3001,0.05288,-99
1.63,-20.31,0.9696,0.03642,302.4
1.23,-18.84,-0.3066,0.04094,-99
2.364,-20.95,0.04654,0.0536,-99
2.382,-22.06,0.7473,0.03577,302.4
1.248,-20.31,-11.07,0.07229,-99
2.301,-21.21,-0.2519,0.05134,-99
1.584,-19.82,-0.2862,0.05439,-99
1.935,-21.74,-0.5651,0.05422,-99
1.919,-20.54,-1.015,0.06684,-99
1.936,-19.98,-0.4328,0.04988,-99
1.557,-19.71,-0.817,0.05429,-99
1.876,-20.94,-0.2423,0.04979,-99
2.41,-19.96,0.399,0.04983,-99
2.206,-21.27,-0.3176,0.03707,302.4
1.648,-20.46,-11.51,0.07908,-99
1.339,-19.74,-0.8629,0.05438,-99
2.409,-21.82,-0.06432,0.0494,-99
1.708,-19.75,-0.03413,0.04026,302.4
1.854,-22.26,-0.3666,0.04968,-99
2.138,-20.09,-0.2462,0.05003,-99
1.397,-20.47,-0.5991,0.04912,-99
1.945,-19.38,-0.3371,0.03044,-99
2.248,-21.3,-0.7602,0.04982,-99
1.709,-19.72,-0.3403,0.05112,-99
2.013,-20.64,-0.3352,0.06714,-99
1.27,-20.1,0.03257,0.06714,-99
1.384,-18.73,-0.5249,0.03713,302.4
2.327,-21.71,-11.01,0.06635,-99
2.423,-21.63,-0.3002,0.04982,-99
1.646,-20.16,-0.05683,0.03077,-99
2.05,-20.86,-0.5636,0.03731,302.4
2.602,-20.98,-0.5882,0.03683,302.4
1.745,-20.92,1.66,0.04888,-99
1.764,-21.6,1.821,0.04782,-99
2.735,-21.4,1.672,0.0475,-99
1.811,-21.59,1.373,0.04857,-99
1.361,-21.19,1.2,0.0476,-99
2.471,-21.76,1.554,0.04785,-99
1.047,-19.57,1.453,0.04826,-99
1.567,-19.93,-0.3765,0.03097,-99
1.026,-18.15,-0.2534,0.03094,-99
1.613,-20.45,-1.454,0.07785,-99
2.625,-21.07,0.04413,0.04795,-99
1.908,-20.85,-0.4209,0.03961,302.4
2.253,-20.46,-0.4399,0.04774,-99
1.956,-21.06,-0.5822,0.03648,302.4
2.202,-20.16,0.775,0.04171,-99
1.626,-18.8,0.177,0.04167,-99
1.925,-19.54,-0.5428,0.04812,-99
1.824,-19.82,-0.4176,0.04472,-99
2.289,-21.22,-11.24,0.07667,-99
1.874,-21.34,-0.8061,0.04245,-99
2.334,-20.19,-1.361,0.06837,-99
1.236,-19.96,-0.2867,0.04861,-99
2.229,-20.59,-0.7368,0.04831,-99
1.315,-19.92,0.2907,0.04172,-99
1.011,-18.85,0.1196,0.04142,-99
2.283,-20.54,-0.6613,0.04744,-99
1.698,-20.67,-0.5672,0.06895,-99
1.441,-19.3,-0.07175,0.03994,-99
2.257,-21.78,-0.6228,0.07238,-99
1.662,-19.12,-0.06895,0.04007,-99
2.482,-21.22,0.7056,0.06047,2298
2.475,-21.68,0.7867,0.06016,2298
2.708,-20.45,1.194,0.06171,2298
1.735,-20.87,0.7769,0.0615,2298
2.097,-21.09,0.2811,0.04164,-99
1.411,-19.85,0.1702,0.06009,2298
2.375,-20,0.6103,0.04214,-99
2.525,-22.14,0.8926,0.0601,2298
2.5,-20.65,1.054,0.05833,2298
2.538,-21.51,0.5057,0.04119,-99
2.41,-20.29,0.6989,0.06005,2298
2.455,-21.71,0.3969,0.04206,-99
2.028,-20.85,0.5885,0.0422,-99
2.389,-20.55,1.101,0.05937,2298
1.564,-20.08,0.09935,0.06051,2298
1.879,-20.25,0.3062,0.06158,2298
1.574,-20.64,0.07128,0.06033,2298
1.403,-19.67,0.5509,0.05896,2298
2.443,-21.04,0.434,0.05938,2298
1.29,-20.43,-0.0853,0.06048,2298
1.807,-20.83,0.419,0.0416,-99
1.762,-20.88,-0.341,0.07837,-99
2.554,-21.43,-0.5748,0.07814,-99
2.293,-20.39,0.6454,0.05904,2298
2.379,-20.58,0.6808,0.06071,2298
2.288,-20.48,0.7948,0.06151,2298
2.134,-19.95,1.42,0.06134,2298
1.596,-20.84,-0.7474,0.06936,-99
2.491,-22.83,-0.009123,0.07798,-99
2.232,-19.55,0.9316,0.05919,2298
2.458,-21.11,-0.3295,0.07834,-99
2.444,-21.3,0.6797,0.06113,2298
2.342,-20.6,0.794,0.0605,2298
2.418,-20.47,0.4221,0.06071,2298
2.579,-22.32,1.05,0.06083,2298
1.608,-20.48,0.01388,0.07832,-99
2.044,-22.34,-0.329,0.07829,-99
2.301,-20.34,1.135,0.06187,2298
2.356,-19.7,0.7592,0.06036,2298
1.283,-19.76,0.1458,0.0618,2298
2.451,-21.8,0.5426,0.06043,2298
2.436,-20.99,0.4271,0.06132,2298
0.8802,-19.97,0.1898,0.06133,2298
1.3,-20.53,0.03385,0.07795,-99
2.597,-21.54,0.944,0.06096,2298
1.763,-20.02,0.7451,0.05857,2298
2.141,-20.13,0.9215,0.06083,2298
2.055,-21.14,0.9175,0.06301,2298
2.419,-21.46,1.198,0.0606,2298
1.321,-20.29,0.03166,0.06152,2298
1.279,-20.62,0.03089,0.06105,2298
2.16,-21.98,-0.015,0.06045,2298
2.119,-21.06,-0.07623,0.06035,2298
1.383,-20.41,-0.5183,0.07836,-99
1.341,-20.23,-0.3769,0.06082,2298
2.447,-20.35,0.5602,0.06122,2298
1.647,-20.75,1,0.06304,2298
2.343,-20.96,1.132,0.06062,2298
2.216,-20.4,0.5621,0.06272,2298
2.417,-22.16,0.6638,0.06145,2298
2.257,-20.89,1.184,0.06134,2298
2.222,-21.61,-0.386,0.06123,2298
1.913,-20.93,0.277,0.06024,2298
2.03,-22.99,-0.3913,0.06095,2298
2.29,-20.96,0.003175,0.06066,2298
2.289,-20.03,0.3623,0.06029,2298
2.365,-19.93,0.591,0.06109,2298
2.405,-18.21,1.324,0.02475,-99
1.404,-20.14,-0.4709,0.06018,2298
0.1972,-19.52,-0.8097,0.05859,2298
2.459,-22.13,-0.5181,0.04827,-99
2.267,-20.44,-0.453,0.04818,-99
1.236,-20.02,-0.0678,0.06037,2298
2.237,-20.91,0.7131,0.0259,-99
2.112,-19.97,-0.3457,0.03026,-99
1.467,-19.91,-11.07,0.0696,-99
2.073,-20.63,-0.3632,0.04726,-99
2.343,-20.65,-0.1177,0.04701,-99
1.774,-20.29,-0.2366,0.04689,-99
1.559,-21.62,-0.7162,0.06844,-99
2.603,-22.89,-0.2749,0.04917,-99
1.278,-19.75,-0.138,0.0469,-99
2.437,-21.18,-0.03032,0.04885,-99
2.108,-20.5,-0.1595,0.04909,-99
1.548,-17.94,0.7152,0.02593,-99
1.645,-21.4,-0.6057,0.07067,-99
1.473,-21.43,0.08079,0.0266,-99
2.416,-22.37,-0.2522,0.06947,-99
2.422,-23,-0.08293,0.06988,-99
2.417,-20.18,-0.1682,0.07094,-99
2.295,-20.06,-0.1016,0.06913,-99
1.628,-19.4,0.0583,0.02931,-99
2.065,-20.32,-0.1601,0.07018,-99
2.061,-21.04,-0.0388,0.04145,-99
1.668,-17.9,0.4987,0.02637,-99
1.417,-20.13,-0.02973,0.06223,2298
1.626,-19.18,0.4594,0.02625,-99
1.581,-18.85,0.6805,0.04219,-99
0.04637,-16.46,0.259,0.02612,-99
2.591,-21.43,-0.4011,0.06053,2400
2.666,-22.33,0.235,0.04115,-99
2.32,-20.26,-0.3478,0.0625,2298
2.485,-20.64,-0.391,0.06125,2400
2.378,-21.69,-0.431,0.06922,-99
2.394,-21.12,0.07833,0.06173,2298
1.211,-18.91,0.4371,0.03963,-99
2.508,-21.33,-0.4831,0.06277,2298
1.546,-19.18,0.2745,0.02663,-99
1.994,-21.92,-0.5338,0.06063,2298
1.102,-20.14,-0.555,0.06004,2298
1.664,-20.56,-0.7649,0.0647,-99
1.681,-19.36,0.5693,0.02593,-99
1.487,-19.96,-0.004592,0.04892,-99
2.044,-22.01,-1.089,0.06501,-99
1.738,-21.53,0.7496,0.02479,-99
1.381,-19.43,-0.4856,0.04687,-99
1.878,-20.43,1.159,0.0251,-99
2.507,-20.96,0.8298,0.02705,-99
2.151,-17.76,0.7249,0.02575,-99
1.608,-19.05,1.232,0.02592,-99
1.585,-20.22,-0.4823,0.06157,2298
2.769,-22.43,0.8251,0.026,-99
1.738,-21.12,-0.04489,0.04556,-99
2.577,-21.14,0.3199,0.04582,-99
1.493,-20.25,-0.6067,0.06233,2298
1.306,-18.59,0.361,0.02591,-99
2.116,-19.44,-0.2017,0.04457,-99
1.605,-20.85,-0.7225,0.06222,2298
2.377,-20.12,0.2465,0.0465,-99
2.084,-20.83,-0.4479,0.045,-99
0.7924,-19.43,-11.02,0.05175,-99
1.394,-20.61,-0.996,0.07292,570.3
1.549,-20.79,-0.006167,0.04496,-99
2.06,-20.05,0.2916,0.04437,-99
1.533,-19.53,-0.509,0.03125,-99
1.139,-19.51,0.2056,0.04478,-99
1.741,-21.29,-0.1227,0.04534,-99
1.906,-20.73,-0.1234,0.0447,-99
2.28,-21,-0.162,0.04519,-99
1.551,-20.37,0.09336,0.04433,-99
1.899,-20.42,0.2878,0.04391,-99
2.455,-21.84,-0.02782,0.07498,775.9
1.5,-21.2,-0.03376,0.0749,775.9
2.643,-19.61,-0.05041,0.04435,-99
2.061,-19.73,0.1146,0.04497,-99
2.411,-21.34,-0.04958,0.07639,2294
2.395,-22.14,0.3424,0.0444,-99
1.492,-21.42,-0.9406,0.06341,2298
2.002,-20.81,0.5226,0.07391,775.9
2.468,-22.6,0.9159,0.07596,775.9
1.116,-18.87,0.4142,0.04366,-99
2.384,-20.64,0.7706,0.07424,775.9
1.345,-19.78,0.7376,0.04533,-99
2.849,-20.55,0.8569,0.07426,775.9
2.39,-21.22,-0.9287,0.06369,2298
1.65,-20.52,0.7499,0.04481,-99
1.466,-20.85,-0.3685,0.04417,-99
2.04,-21.45,-0.4841,0.07528,775.9
2.165,-19.79,-0.2835,0.04419,-99
1.677,-20.78,-0.3219,0.04466,-99
1.812,-20.39,-0.9196,0.07537,775.9
2.364,-21.49,-0.4315,0.04379,-99
1.997,-19.91,-0.4462,0.04503,-99
2.034,-19.51,-0.06892,0.04433,-99
1.578,-20.59,0.2851,0.06125,2400
2.561,-21.48,0.2817,0.06211,2400
1.888,-20.77,0.3114,0.0593,2400
2.462,-20.65,0.334,0.06224,2298
2.024,-21.02,0.4265,0.06159,2400
1.893,-21.2,-0.4643,0.04304,-99
2.529,-22.62,0.2787,0.06233,2298
2.525,-21.01,-0.6184,0.03276,-99
2.338,-20.23,-0.6314,0.03259,-99
1.481,-18.49,-0.5248,0.03358,-99
2.189,-18.98,-0.4733,0.03186,-99
1.441,-18.43,-0.1669,0.03098,-99
1.497,-20.31,-11.16,0.07927,-99
1.773,-21.4,-0.9224,0.07985,-99
2.485,-21.6,0.5268,0.04482,-99
1.56,-19.39,-0.02393,0.04468,-99
1.79,-20.59,-0.1446,0.07475,775.9
2.265,-21.41,0.3839,0.04447,-99
2.368,-21.05,0.22,0.07539,775.9
2.727,-20.72,0.4306,0.07551,775.9
2.483,-22.36,0.7621,0.07478,775.9
2.062,-19.73,0.2735,0.04526,-99
2.645,-21.59,1.033,0.04453,-99
1.66,-20.57,0.5562,0.04327,-99
1.751,-20.75,0.7188,0.04501,-99
1.862,-20.02,0.6698,0.04531,-99
2.149,-19.27,0.6036,0.04433,-99
1.364,-20.23,-1.099,0.067,570.3
1.716,-19,-0.4302,0.04521,-99
2.16,-21.1,-0.3795,0.07627,2294
1.311,-19.39,-0.1859,0.04426,-99
1.999,-20.08,-0.06372,0.07678,2294
2.285,-20.57,-0.1768,0.07515,775.9
2.288,-20.36,-0.501,0.06372,2298
1.765,-21.04,-0.964,0.05679,2400
1.796,-20.96,-0.3221,0.06222,2298
2.553,-20.56,-0.9972,0.0687,570.3
2.36,-22.09,-0.281,0.06266,2298
2.25,-20.48,-0.03314,0.06226,2298
2.277,-20.85,-0.6896,0.05666,2400
1.634,-20.48,-0.2086,0.05979,2298
2.059,-20.48,-0.3975,0.07541,775.9
2.399,-21.16,-0.2207,0.07535,775.9
2.622,-21.54,-0.1812,0.04418,932.2
1.202,-19.55,-0.1087,0.05664,2400
1.612,-20.13,-11.01,0.04988,-99
1.828,-18.01,0.08,0.01743,-99
1.468,-20.15,-0.6783,0.06891,570.3
1.831,-19.61,-0.1881,0.04426,932.2
2.293,-20.84,-0.2691,0.05709,2400
1.05,-19.9,-0.04305,0.06194,2298
1.509,-20.4,0.1692,0.06249,2298
1.706,-20.99,-0.03217,0.06328,2298
2.56,-21.31,0.2639,0.04394,932.2
2.21,-20.62,0.07461,0.04417,932.2
1.784,-17.14,0.0297,0.01714,-99
1.725,-21.04,0.2674,0.04415,932.2
2.624,-21.29,0.8848,0.07338,775.9
2.451,-20.98,0.4546,0.07259,775.9
1.673,-20.39,0.7931,0.07203,775.9
2.58,-20.47,1.033,0.07063,570.3
1.727,-21.01,-0.5663,0.0626,2298
2.493,-21.78,1.035,0.0706,570.3
1.493,-19.42,0.0502,0.0447,932.2
1.925,-20.89,-0.08857,0.07012,570.3
2.151,-18.47,0.6012,0.01561,-99
2.101,-17.81,0.4509,0.0171,-99
1.08,-20.72,-0.09493,0.04482,932.2
1.361,-20.1,-0.1931,0.06395,2298
2.323,-21.08,1.775,0.06887,570.3
2.514,-21.44,-0.3721,0.04456,932.2
2.623,-22.74,1.91,0.07005,570.3
2.109,-21.91,1.05,0.06986,570.3
2.621,-22.53,1.939,0.07036,570.3
2.382,-20.3,1.567,0.07066,570.3
1.622,-19.58,-11.09,0.05037,-99
1.902,-21.33,1.046,0.06946,570.3
1.699,-20.47,1.349,0.06946,570.3
1.924,-20.87,1.83,0.07135,570.3
2.613,-23.02,1.275,0.07061,570.3
1.257,-20.89,0.8341,0.06699,570.3
2.485,-21.12,-0.1167,0.07012,570.3
1.813,-20.59,0.6694,0.07072,570.3
1.827,-19.78,0.05424,0.04442,932.2
2.337,-20.75,0.4249,0.07019,570.3
2.404,-21.76,0.292,0.07129,570.3
2.392,-21.25,1.415,0.06877,570.3
2.491,-22.23,1.136,0.06805,570.3
2.366,-21.28,-0.3158,0.07027,570.3
2.357,-20.62,-0.3513,0.0698,570.3
2.397,-21.64,-0.365,0.06395,2298
1.864,-20.79,-0.4606,0.07034,570.3
2.557,-22.4,-0.1002,0.06241,2298
2.278,-20.75,-0.6442,0.06313,2298
1.949,-20.48,-0.1256,0.06315,2298
1.004,-19.23,-0.6427,0.05068,-99
1.999,-21.04,-0.3674,0.07126,570.3
1.548,-20.47,-0.4499,0.06197,2400
1.884,-19.98,-0.3417,0.07151,570.3
0.7731,-19.52,-0.65,0.05059,-99
2.291,-22.9,0.06285,0.06414,2298
2.015,-20.76,0.8309,0.07293,775.9
1.517,-20.39,0.4231,0.07233,775.9
2.366,-20.32,0.3991,0.07456,775.9
1.707,-20.59,0.6189,0.07092,775.9
2.048,-21.07,0.7865,0.07262,775.9
2.524,-21.46,0.8655,0.07425,775.9
2.475,-21.59,0.7758,0.07438,775.9
2.503,-21.34,0.828,0.07238,775.9
2.292,-20.26,-0.146,0.06426,2298
1.722,-21.18,-0.6948,0.05703,2400
1.507,-19.72,-0.4147,0.05649,2400
2.201,-22.18,-0.6807,0.05682,2400
2.053,-20.88,0.2639,0.07442,775.9
1.08,-18.83,0.8763,0.0716,775.9
2.558,-21.87,0.4065,0.07302,775.9
2.476,-21.25,0.6639,0.07385,775.9
2.524,-21.83,-0.01228,0.06862,570.3
1.388,-19.25,0.05722,0.04523,932.2
2.465,-22.52,0.09198,0.06939,570.3
1.639,-21.33,-0.09582,0.04457,932.2
2.087,-21.85,0.4986,0.07143,570.3
1.83,-20.3,0.7059,0.07138,570.3
2.145,-17.58,0.3898,0.0167,-99
2.357,-21.63,-0.106,0.0643,2298
1.309,-21.15,-0.3853,0.0634,2298
2.433,-22.26,1.093,0.07363,775.9
1.552,-21.45,0.9404,0.0727,775.9
2.556,-20.69,1.252,0.07301,775.9
2.548,-22.11,1.103,0.07423,775.9
2.365,-20.29,1.319,0.07308,775.9
2.387,-20.98,0.9202,0.07457,775.9
2.513,-21.01,1.123,0.07409,775.9
2.222,-20.29,0.8731,0.07135,775.9
1.591,-21.38,0.3301,0.06984,775.9
2.072,-20.71,-0.0113,0.06722,570.3
1.818,-21.32,-0.009815,0.0726,775.9
1.73,-20.51,0.291,0.07034,775.9
1.605,-20.54,0.2021,0.07252,775.9
2.444,-22.32,0.04171,0.07063,570.3
2.411,-22.09,-0.1777,0.07288,570.3
1.798,-20.44,-0.2303,0.07533,775.9
2.556,-21.68,-0.565,0.07749,2294
1.752,-20.63,-0.1132,0.04392,932.2
1.564,-20.23,-0.5136,0.07021,775.9
1.474,-20.31,-0.4067,0.07774,-99
1.687,-20.86,-0.832,0.07686,2294
2.513,-22.03,0.778,0.07438,775.9
2.545,-20.74,0.9548,0.07412,775.9
2.489,-21.07,0.7329,0.07495,775.9
2.522,-22.31,0.4994,0.07487,775.9
2.483,-21.01,0.351,0.07562,775.9
2.007,-20.82,-0.8621,0.05476,-99
2.476,-21.67,-0.4887,0.0629,2298
2.052,-21.82,-0.5694,0.07661,2294
2.524,-22.03,-0.464,0.06304,2298
0.9717,-20.7,-0.5221,0.07067,570.3
1.437,-19.96,-0.1949,0.06268,2298
2.439,-21.75,-0.05479,0.04411,932.2
1.848,-21.5,-0.01857,0.04443,932.2
2.447,-20.32,-0.4464,0.0689,570.3
2.514,-20.85,-0.9201,0.05634,2400
2.135,-20.43,-0.6325,0.06307,2298
2.491,-20.3,-0.2946,0.06437,-99
1.549,-20.04,-0.2021,0.0642,2298
1.076,-18.53,-0.1569,0.06456,-99
2.248,-20.94,0.02605,0.04394,932.2
2.442,-20.65,-0.3771,0.06187,2298
1.543,-19.53,0.3991,0.04354,932.2
2.529,-21.62,-0.3805,0.06305,2298
2.611,-22.38,0.2255,0.04446,932.2
2.293,-20.01,-0.1775,0.06504,-99
2.561,-21.08,0.4039,0.07222,570.3
2.398,-21.33,0.26,0.07057,570.3
1.999,-22.23,-0.1404,0.07136,570.3
1.654,-21.9,0.3386,0.07037,570.3
2.22,-20.3,0.02951,0.06925,570.3
2.425,-20.2,0.188,0.07207,570.3
0.08225,-18.8,-0.5788,0.05665,2400
1.59,-20.53,-0.05062,0.04387,932.2
2.496,-20.85,0.433,0.06963,570.3
2.299,-21.56,0.5313,0.06969,570.3
2.436,-22.07,0.5418,0.06963,570.3
2.413,-21.75,0.3013,0.07038,570.3
1.869,-21.13,-0.07843,0.07103,570.3
1.758,-20.42,-0.292,0.07092,570.3
2.276,-21.41,-0.01148,0.06422,2298
2.042,-20.53,0.04386,0.07084,570.3
1.102,-21.33,0.3878,0.06993,570.3
1.239,-20.49,0.6196,0.07088,570.3
2.542,-21.57,1.007,0.07138,570.3
1.613,-21.3,0.07562,0.06418,2298
2.038,-21,0.2813,0.06999,570.3
1.722,-20.05,0.8908,0.06744,570.3
2.291,-20.66,0.4609,0.07166,570.3
2.347,-20.65,1.776,0.07171,570.3
1.657,-18.86,0.2796,0.0445,932.2
2.303,-20.55,1.833,0.07114,570.3
2.147,-20.98,-0.3011,0.04442,932.2
2.281,-20.48,1.592,0.06841,570.3
1.482,-20.19,1.084,0.06992,570.3
2.302,-20.63,1.157,0.06888,570.3
2.473,-20.06,1.244,0.07077,570.3
2.385,-21.3,1.301,0.0689,570.3
1.683,-20.87,-0.8727,0.0559,2400
2.506,-20.62,1.916,0.07305,570.3
1.716,-20.72,1.653,0.0696,570.3
2.302,-20.43,1.217,0.07094,570.3
2.5,-20.58,1.428,0.06758,570.3
1.919,-20.29,1.353,0.07184,570.3
2.518,-22.32,-0.4854,0.06983,570.3
1.306,-19.96,-0.2933,0.0698,570.3
1.801,-20.9,-11.16,0.07684,2294
2.5,-22.64,-0.08372,0.06157,2298
2.591,-22.75,0.04822,0.06204,2298
2.719,-21.81,-0.2697,0.07069,775.9
2.416,-21.06,-0.5666,0.07324,775.9
2.441,-22.08,-0.9426,0.07095,775.9
2.473,-21.36,-11.11,0.0791,-99
1.862,-21.69,-0.2448,0.04427,932.2
1.849,-20.84,-0.6015,0.0707,775.9
1.551,-18.74,-0.2051,0.02292,-99
2.343,-20.72,-0.1493,0.04553,932.2
2.483,-21.52,-0.4837,0.04599,-99
1.361,-18.88,-0.6551,0.03598,-99
1.481,-21.29,-0.9087,0.06058,2400
2.049,-19.49,-0.4648,0.05463,-99
1.195,-20.21,-0.8606,0.07263,775.9
1.677,-21.61,-0.6286,0.05389,-99
1.597,-18.26,0.08428,0.02331,-99
2.302,-21.3,-0.3234,0.05955,2400
2.3,-19.89,-0.554,0.05877,2298
1.213,-20.15,-0.4339,0.05739,2400
1.778,-20.45,-0.9716,0.07232,2294
1.498,-19.5,0.1748,0.02122,-99
2.016,-22,-0.9777,0.07229,2294
2.012,-20.94,-0.3694,0.05598,2400
1.573,-20.72,-0.4844,0.05494,-99
3.458,-17.26,0.09517,0.02158,-99
1.576,-19.56,-0.5139,0.03661,-99
1.878,-20.72,-0.06472,0.04786,-99
1.441,-19.16,0.05837,0.045,932.2
1.584,-19.97,0.1271,0.02167,-99
1.658,-19.14,-0.0003589,0.0473,-99
2.37,-20.28,0.2416,0.04598,-99
1.611,-20.3,0.1971,0.04587,932.2
1.842,-20.02,-0.2113,0.02388,-99
2.197,-20.15,0.06813,0.02169,-99
1.593,-20.97,-0.3778,0.05519,-99
1.614,-21.31,-11.31,0.07851,-99
2.478,-20.91,-0.7947,0.07171,775.9
2.599,-22.61,-0.8626,0.07195,775.9
2.401,-21.39,-0.4659,0.05524,881
1.821,-20.06,-0.2847,0.05622,2400
2.435,-22.3,-0.4006,0.05494,-99
2.297,-20.63,-0.7247,0.07205,775.9
1.431,-19.92,-0.0346,0.05572,2400
1.209,-19.55,-0.7007,0.03619,-99
1.721,-20.08,-0.3635,0.05594,2400
2.451,-22.64,-0.5458,0.07144,775.9
2.301,-20.09,-0.537,0.07285,775.9
2.396,-19.79,-0.232,0.05683,2400
2.087,-22.09,-0.479,0.05619,2400
1.894,-20.39,-0.4717,0.07134,775.9
2.911,-21.14,0.7422,0.07114,570.3
2.297,-21.02,0.7583,0.07327,570.3
2.503,-21.11,0.9547,0.07215,570.3
2.614,-21.71,0.9727,0.07184,570.3
1.771,-20.47,0.8403,0.07218,570.3
2.378,-20.13,1.092,0.07085,570.3
2.234,-20.38,1.488,0.07053,570.3
1.61,-20.16,-0.09659,0.05614,2400
2.025,-21.62,-0.9943,0.06157,2400
2.567,-21.07,-0.198,0.02369,-99
2.579,-21.1,0.1941,0.04601,-99
2.478,-22.29,-0.4184,0.05688,2400
1.347,-19.65,-0.1394,0.05588,2400
1.141,-17.81,-0.0442,0.0197,-99
2.474,-21.94,-0.3921,0.05502,-99
2.566,-22.12,-0.5246,0.03698,-99
1.531,-20.43,-1.027,0.0724,2294
1.187,-20.32,-0.1242,0.0568,2400
2.291,-21.07,-1.127,0.06112,2400
2.658,-22.64,0.1343,0.0557,2400
1.352,-19.01,-0.1649,0.0198,-99
1.792,-21.11,-1.015,0.07274,2294
1.83,-20.1,0.1729,0.0568,2400
2.373,-21.54,0.2129,0.05549,881
2.01,-21.04,0.2497,0.05505,-99
2.474,-22.42,-1.024,0.07301,2294
1.914,-19.81,-0.4819,0.03757,-99
1.866,-20,0.1581,0.05565,2400
1.891,-20.38,0.2269,0.05747,2400
1.871,-19.7,-0.2837,0.05081,-99
1.896,-20.66,-0.285,0.05276,-99
1.143,-20.39,0.2074,0.05295,-99
2.519,-21.95,0.1691,0.05709,2400
1.574,-19.74,0.3584,0.0537,-99
1.491,-20.84,0.02619,0.0531,-99
1.728,-19.76,0.1338,0.05693,2400
2.334,-20.29,0.2846,0.0531,-99
2.757,-21.97,0.4951,0.05346,-99
2.439,-21.75,0.4262,0.05319,-99
2.021,-20.38,0.5117,0.0524,-99
1.528,-19.7,0.07032,0.05596,2400
1.739,-20.2,0.07421,0.0559,2400
1.708,-20.02,-0.5602,0.05851,2400
2.575,-21.98,-11.58,0.07833,-99
2.584,-21.62,0.5464,0.05244,-99
2.032,-18.93,0.2298,0.03816,-99
1.876,-21.4,-11.57,0.07896,-99
2.169,-20.32,-0.5306,0.05717,2400
1.787,-21.15,-11.52,0.07851,-99
1.477,-19.95,-0.1075,0.05262,-99
1.61,-18.76,0.2933,0.03741,-99
1.723,-21.13,0.0288,0.03773,-99
1.861,-19.08,0.2884,0.03827,-99
2.864,-21.89,-0.1093,0.03787,-99
2.539,-20.61,-0.4512,0.05632,2400
2.32,-20.59,-0.4043,0.05406,-99
2.548,-20.7,-0.0809,0.05277,-99
1.504,-19.93,0.07943,0.05676,2400
1.16,-20.36,-0.1982,0.03729,-99
1.988,-20.95,-0.1088,0.05534,881
2.308,-20.4,-0.1505,0.05417,-99
1.24,-19.61,0.286,0.05444,-99
2.406,-21.32,-0.02227,0.0539,-99
1.139,-19.31,0.3953,0.05413,-99
1.183,-18.74,0.6112,0.03655,-99
2.453,-20.81,1.349,0.05463,-99
1.469,-19.7,0.05352,0.03615,-99
2.323,-20.31,0.425,0.05377,-99
2.327,-20.23,1.353,0.05423,-99
1.787,-19.76,0.5967,0.05404,-99
2.434,-20.81,0.8032,0.0531,-99
2.533,-21.26,1.436,0.0538,-99
2.328,-19.66,0.8574,0.05425,-99
0.7302,-19.47,0.3702,0.03729,-99
2.047,-19.5,0.1594,0.03494,-99
2.376,-21.28,0.1029,0.0545,-99
1.498,-19.64,0.1647,0.05395,-99
