u-r color,Mr luminosity,log10density,redshift,velocity of dispersion of host cluster (-99 if not in a cluster)
2.469,-21.82,0.03811,0.06615,807.6
2.443,-19.74,0.705,0.05992,556.3
2.435,-20.78,1.291,0.06242,556.3
2.131,-19.72,0.6473,0.06056,556.3
2.407,-20.71,1.462,0.06158,556.3
2.458,-22.42,1.509,0.0611,556.3
2.668,-23.23,1.812,0.05999,556.3
2.462,-20.9,1.629,0.05897,556.3
2.306,-19.78,0.9749,0.05879,556.3
2.458,-20.86,1.237,0.06038,556.3
0.8255,-19.69,0.02176,0.06086,556.3
2.54,-19.98,0.4646,0.06884,-99
1.933,-21.4,0.7199,0.06866,-99
2.522,-21.46,0.1857,0.06898,-99
2.579,-21.13,1.794,0.06133,556.3
2.176,-21.24,0.8452,0.05988,556.3
2.268,-20.89,1.93,0.05824,556.3
2.398,-19.94,1.579,0.05834,556.3
2.173,-19.64,2.056,0.06054,556.3
1.454,-20.34,0.05123,0.06602,807.6
2.519,-22.14,1.997,0.05959,556.3
2.449,-21.22,1.619,0.05809,556.3
2.043,-19.95,0.6553,0.06336,556.3
2.404,-21.33,1.058,0.06057,556.3
2.406,-20.55,1.099,0.0564,2400
2.63,-21.91,1.021,0.05879,556.3
2.344,-20.26,1.456,0.0557,2400
2.419,-21.89,0.2479,0.06007,556.3
1.769,-20.81,0.7852,0.06132,556.3
2.13,-20.91,0.3102,0.05855,556.3
2.533,-20.04,1.385,0.05779,556.3
2.456,-20.87,0.3015,0.05957,556.3
2.547,-21.04,0.6649,0.05874,556.3
1.68,-20.31,1.727,0.06023,556.3
1.555,-20.7,0.336,0.06393,807.6
1.206,-20.73,-0.6258,0.04096,-99
1.675,-20.4,1.122,0.05959,556.3
1.492,-20.02,1.009,0.06246,556.3
1.298,-19.58,1.062,0.06013,556.3
2.186,-20.11,0.8813,0.05988,556.3
1.434,-20.56,1.077,0.05905,556.3
1.229,-20.3,0.684,0.05909,556.3
2.134,-21.71,1.156,0.05951,556.3
2.206,-20.37,0.777,0.06289,556.3
2.326,-20,-0.2147,0.06207,807.6
2.415,-21.73,-0.3825,0.06206,807.6
1.32,-19.99,1.285,0.06305,556.3
1.75,-20.82,0.9574,0.06376,807.6
1.619,-20.54,0.2602,0.06086,556.3
1.9,-20.72,0.9433,0.06383,807.6
2.116,-20.01,0.2753,0.06072,556.3
1.958,-21.32,0.544,0.06036,556.3
2.038,-21.72,-0.4226,0.0462,924.5
2.592,-22.68,0.8342,0.06,556.3
2.49,-22.93,0.7316,0.06144,556.3
1.555,-20.3,-0.1334,0.04309,924.5
2.153,-21.39,-0.2067,0.06281,807.6
2.331,-22.09,-0.1651,0.06295,807.6
2.36,-20.92,-0.01241,0.04292,924.5
1.599,-19.01,-0.3589,0.04053,-99
1.527,-18.55,0.2361,0.04167,924.5
2.464,-20.96,1.29,0.06479,230.9
2.499,-22.3,1.762,0.06364,230.9
2.399,-20.27,0.6478,0.06666,807.6
2.457,-20.8,0.4818,0.06742,807.6
1.576,-20.48,0.5734,0.06489,807.6
2.535,-22.67,0.8294,0.06451,230.9
2.386,-21.9,1.487,0.06406,230.9
2.372,-20.97,-0.1776,0.04365,924.5
2.561,-22.29,0.1686,0.06315,230.9
2.527,-22.95,0.001678,0.064,230.9
2.89,-20.8,-0.2667,0.04284,924.5
1.824,-19.51,-0.2638,0.04365,924.5
2.233,-21.27,-0.1082,0.07231,1401
1.771,-20.57,-0.514,0.04722,924.5
2.346,-21.17,-0.503,0.0717,-99
1.195,-19.29,-0.01879,0.07108,-99
1.885,-20.43,-0.007868,0.06302,556.3
2.373,-21.28,0.06301,0.06342,556.3
1.786,-21.26,-0.006594,0.07033,-99
2.663,-22.35,-0.3048,0.04251,924.5
1.754,-18.21,-0.06912,0.06398,807.6
2.272,-20.35,-0.4041,0.07183,1401
2.411,-21.88,-0.1391,0.05974,556.3
2.313,-21.41,-0.2448,0.04172,924.5
1.405,-20.09,-0.3337,0.06429,807.6
1.855,-20.64,0.2775,0.06008,556.3
1.709,-20.36,-0.1957,0.07242,1401
1.983,-22.04,0.0499,0.0606,556.3
1.766,-20.99,-0.2533,0.0709,-99
1.886,-20.11,-0.2128,0.06981,-99
2.116,-20.32,-0.2353,0.06898,-99
1.677,-20.49,-0.2358,0.0693,-99
1.799,-20.39,0.04467,0.06167,556.3
1.329,-20.35,-0.2586,0.07234,1401
1.307,-19.83,0.2415,0.05985,556.3
2.056,-20.13,-0.1889,0.07181,1401
1.457,-20.16,0.1009,0.05982,556.3
2.371,-20.25,0.3049,0.05853,556.3
1.839,-21.04,-0.3106,0.05945,556.3
1.717,-20.43,-0.7678,0.07363,1401
2.319,-22.39,-0.1997,0.06043,556.3
2.533,-21.41,-0.2511,0.04551,924.5
1.713,-20.96,-0.1193,0.04533,924.5
2.349,-21.39,0.7359,0.05647,2400
1.316,-20.03,-0.3616,0.0429,924.5
2.114,-19.22,-0.4813,0.04555,924.5
0.5886,-18.52,0.3326,0.05943,556.3
-3.508,-12.38,-0.1459,0.06915,-99
2.539,-21.57,0.3151,0.06026,556.3
1.368,-20.81,-0.3329,0.06887,-99
0.8107,-19.78,-0.3282,0.06837,-99
2.457,-22.01,-0.1776,0.0606,556.3
1.738,-21.34,-0.3359,0.06844,-99
2.009,-20.67,-0.4385,0.06106,556.3
1.873,-19.94,-0.3859,0.04448,924.5
2.35,-22.56,-0.7332,0.06845,-99
1.451,-19.98,0.02106,0.06727,807.6
2.067,-22.59,-0.1026,0.06789,807.6
1.628,-20.84,-0.2548,0.06697,807.6
2.253,-20.99,0.05951,0.07112,-99
1.726,-20.26,-0.169,0.0762,1401
2.038,-20.75,-0.198,0.07066,-99
2.413,-20.72,1.109,0.07342,1401
2.045,-21.57,0.9075,0.07303,1401
2.383,-22.07,1.106,0.07319,1401
2.554,-20.92,0.191,0.07186,1401
1.119,-17.96,0.1889,0.04198,924.5
2.433,-21.98,0.9395,0.07118,-99
2.467,-20.59,0.162,0.07241,1401
1.68,-21.57,0.7206,0.07058,-99
2.453,-21.54,0.6087,0.07149,-99
2.175,-20.84,1.271,0.07235,1401
2.127,-22.86,1.042,0.0731,1401
1.707,-20.99,-0.3378,0.04173,924.5
1.019,-19.45,-0.1767,0.04643,924.5
2.391,-20.93,-0.4212,0.06734,807.6
1.584,-20.25,0.09349,0.04432,924.5
1.152,-20.86,-0.07743,0.04545,924.5
1.793,-19.96,0.01209,0.04604,924.5
2.489,-21.3,0.7442,0.07127,-99
1.686,-17.4,0.2937,0.04145,924.5
1.965,-21.5,-0.6084,0.07963,-99
2.201,-21.68,-0.8111,0.06819,-99
2.107,-19.6,0.01455,0.05576,2400
2.355,-20.77,-0.1494,0.05586,2400
2.539,-21,-0.08223,0.05592,2400
1.587,-20.7,-0.1926,0.05891,556.3
2.28,-19.07,-0.7149,0.06846,-99
2.408,-22.03,-0.7703,0.07431,1401
2.058,-20.12,-0.2088,0.05865,556.3
1.026,-20.29,0.1903,0.056,2400
2.036,-19.82,-0.2142,0.06829,-99
1.655,-20.96,-0.7352,0.07316,1401
1.964,-20.91,-11.01,0.05022,-99
1.246,-19.79,0.1135,0.05805,556.3
1.703,-20.1,-0.5198,0.06769,807.6
1.62,-21.43,0.7281,0.06073,556.3
1.983,-19.53,1.053,0.06072,556.3
2.503,-20.38,-0.2741,0.06766,807.6
2.517,-21.22,0.5527,0.05926,556.3
2.487,-21.15,0.2214,0.05909,556.3
2.353,-20.99,-0.2778,0.06905,-99
2.311,-20.38,-0.419,0.0733,1401
2.473,-21.28,-0.5823,0.0729,1401
2.057,-19.7,-0.4752,0.04414,924.5
2.076,-20.81,-0.06738,0.06024,556.3
2.03,-21.64,0.02512,0.06065,556.3
2.035,-20.67,-0.5237,0.04555,924.5
2.408,-20.34,-0.2894,0.05955,556.3
1.397,-20.32,-0.6029,0.06668,807.6
1.222,-19.66,-0.3934,0.05545,-99
1.484,-21.24,-0.8356,0.06887,-99
1.606,-20.02,-0.4382,0.05565,2400
1.857,-20.06,-0.4779,0.05624,2400
2.541,-22.19,-0.3159,0.05585,2400
0.542,-19.08,-0.2294,0.05574,2400
2.022,-21.05,0.1576,0.04527,924.5
1.216,-20.59,-0.5249,0.05537,-99
1.66,-19.31,0.0684,0.04176,924.5
1.191,-19.34,-0.6503,0.07298,1401
2.259,-21.21,-0.434,0.07287,1401
1.817,-21.02,0.06628,0.04491,924.5
2.086,-21.21,-1.053,0.06563,807.6
2.107,-21.83,-0.05589,0.07287,1401
2.491,-21.19,0.7962,0.07119,-99
1.298,-19.6,1.132,0.07053,-99
2.41,-20.98,0.3092,0.07352,1401
2.083,-22.79,0.6503,0.07117,-99
1.301,-20.83,-0.293,0.0788,-99
1.775,-20.76,-0.2005,0.04292,924.5
2.444,-21.63,-0.4056,0.07973,-99
1.615,-20.12,-0.03001,0.04424,924.5
2.124,-21.25,0.02315,0.04444,924.5
2.286,-20.68,0.7675,0.07109,-99
0.9779,-18.69,0.1842,0.0417,924.5
1.414,-20.5,-0.2438,0.07759,1401
2.667,-21.64,0.2398,0.07596,1401
2.015,-20.67,0.5493,0.07836,1401
1.918,-21.76,0.3498,0.07703,1401
1.783,-21.99,0.1172,0.07702,1401
1.716,-21.57,-0.3278,0.07955,-99
1.842,-21.02,-0.6371,0.05916,556.3
1.492,-20.44,-0.1189,0.06839,-99
1.891,-20.44,-0.5761,0.05666,2400
1.487,-20.03,-0.6755,0.07101,-99
2.015,-20.16,-0.09045,0.04264,394.2
1.892,-20.43,-0.5905,0.05642,2400
2.562,-21.11,-0.1301,0.06789,807.6
1.643,-20.17,0.1696,0.06888,-99
1.879,-21.21,-0.7028,0.06742,-99
2.147,-20.81,-0.7588,0.07047,-99
1.661,-20.17,-0.1715,0.04311,394.2
1.723,-20.98,-0.5018,0.07946,-99
2.237,-20.65,-0.5415,0.04365,394.2
1.634,-19.17,0.2262,0.04409,394.2
2.409,-20.24,-0.594,0.04339,394.2
2.413,-20.71,-0.4758,0.04381,394.2
2.354,-21.92,-0.6459,0.06763,807.6
2.177,-20.13,-0.7599,0.06619,807.6
2.519,-21.41,-0.5126,0.04337,394.2
1.109,-20.78,-0.679,0.06664,807.6
1.452,-19.13,-0.3714,0.04406,394.2
2.524,-21.1,-0.7283,0.06781,807.6
2.272,-21.36,-0.02787,0.07762,1401
2.374,-21.82,-0.8376,0.0667,807.6
1.442,-17.93,-0.1563,0.01798,-99
1.885,-20.24,0.6689,0.06947,-99
2.633,-23.17,-0.2157,0.07718,1401
1.513,-19.23,0.1344,0.04216,924.5
1.975,-21.96,0.05227,0.0417,924.5
1.44,-19.29,0.1919,0.04362,394.2
2.403,-20.7,-0.4592,0.07746,1401
2.389,-20.34,-0.0934,0.04366,394.2
1.343,-18.17,0.1406,0.01752,-99
1.314,-18.39,0.159,0.01811,-99
1.761,-22.8,-0.4788,0.05865,556.3
2.122,-21.71,-0.3074,0.04363,394.2
2.38,-21.58,-0.8625,0.05784,556.3
2.252,-21.61,-0.5291,0.06552,807.6
2.295,-20.8,-0.513,0.07979,-99
2.291,-21.58,-0.5338,0.06938,-99
2.477,-21.11,0.05209,0.06549,807.6
1.468,-20.27,-0.4114,0.06505,-99
2.457,-21.3,-0.8288,0.0542,-99
1.676,-19.8,-0.2998,0.06296,2298
1.187,-21.45,-0.02967,0.06899,-99
2.415,-19.9,-0.4015,0.06233,2298
1.986,-19.88,-0.6024,0.06282,2298
1.772,-20.01,-0.5978,0.04377,394.2
1.31,-19.05,-0.2153,0.05493,-99
1.77,-19.01,-0.2826,0.04264,394.2
1.145,-19.68,-0.5817,0.05666,2400
1.794,-20.34,-0.1712,0.06815,-99
2.24,-20.1,0.771,0.04119,924.5
2.223,-21.26,0.5306,0.04562,924.5
2.166,-21.18,0.2497,0.04232,924.5
1.104,-20.42,0.5461,0.04798,611.9
2.304,-19.79,0.5556,0.0426,924.5
2.48,-22.29,0.6159,0.04578,924.5
2.119,-19.81,0.6625,0.04604,924.5
2.249,-20.99,1.205,0.0448,394.2
2.386,-21.12,0.8007,0.04349,924.5
2.099,-21.01,0.6192,0.04358,394.2
2.369,-19.7,1.009,0.04522,394.2
2.527,-21.65,0.7535,0.04335,394.2
1.858,-21.33,0.9639,0.045,394.2
1.725,-20.42,-0.914,0.06276,2298
1.839,-20.87,-0.05871,0.07612,1401
2.477,-20.83,0.9909,0.04317,924.5
2.474,-20.94,0.04272,0.04725,924.5
1.773,-21.29,0.1026,0.04706,924.5
2.504,-21.16,0.417,0.04412,924.5
2.047,-18.5,0.431,0.04312,924.5
1.673,-20.58,-0.5738,0.07526,1401
1.48,-20.82,-0.5545,0.07462,1401
2.301,-19.95,0.3686,0.04329,394.2
2.455,-21,0.6093,0.04483,924.5
2.339,-20.35,0.5991,0.04345,394.2
2.265,-19.9,0.009062,0.04311,394.2
1.606,-19.93,-0.6995,0.05523,-99
1.095,-19.19,-0.4663,0.0489,-99
1.481,-19.83,-0.1862,0.04616,394.2
2.171,-21.21,-0.01372,0.0438,924.5
2.056,-21.48,-0.8789,0.07366,1401
2.479,-21.72,-0.9509,0.0559,2400
1.6,-21.18,-0.243,0.04532,394.2
1.669,-20.37,-0.9578,0.07381,1401
1.277,-19.83,-0.8413,0.07376,1401
2.138,-20.89,-0.646,0.05614,2400
2.407,-20.26,-0.2029,0.04631,924.5
1.923,-19.38,-0.04394,0.04558,394.2
1.774,-20.12,-0.0009613,0.04454,394.2
1.54,-20.65,-0.6135,0.05599,2400
1.31,-19.71,-0.2485,0.05471,-99
2.574,-21.91,-0.05434,0.04442,394.2
1.548,-20.59,-0.7569,0.07872,-99
1.051,-19.92,-0.3086,0.05352,-99
2.283,-21.48,-0.2638,0.04435,924.5
0.9277,-18.32,-0.4632,0.05941,2298
1.471,-20.65,0.01856,0.04448,394.2
1.702,-21.06,-0.1662,0.04455,394.2
1.817,-19.5,0.09171,0.04449,394.2
1.02,-20.32,-0.4697,0.06872,-99
1.746,-20.34,-0.3374,0.07058,-99
1.646,-20.07,-0.7327,0.06764,-99
1.721,-18.96,-0.4793,0.04383,394.2
2.374,-20.95,0.4365,0.06496,-99
2.366,-20.49,-0.6461,0.07275,1401
2.475,-21.87,0.1624,0.06743,-99
2.128,-20.48,0.2128,0.06737,-99
1.564,-21.14,0.1507,0.06749,-99
1.525,-20.49,-0.08595,0.06791,-99
2.168,-22.68,-0.05304,0.06824,-99
2.488,-21.84,0.3794,0.06732,-99
1.981,-20.99,0.1122,0.06725,-99
1.947,-21.76,0.2487,0.06692,-99
1.24,-19.77,-0.2678,0.06342,2298
1.024,-18.74,0.1661,0.06915,-99
1.948,-21.23,0.07412,0.06981,-99
2.537,-22.14,0.1095,0.068,-99
2.29,-21.97,-0.6898,0.05537,-99
1.813,-20.93,-0.659,0.05445,-99
1.447,-20.51,-0.9376,0.07629,1401
1.196,-20.44,0.07611,0.06964,-99
2.314,-21.83,0.09626,0.06913,-99
0.6636,-20.5,-0.5588,0.06219,2298
1.724,-19.71,-0.2451,0.06317,2298
2.34,-20.13,-0.5932,0.06248,2298
1.442,-19.95,-0.3679,0.06345,2298
1.883,-21.22,0.0775,0.06693,-99
2.374,-20.71,-0.7274,0.07946,-99
1.319,-19.93,-0.1894,0.04641,394.2
1.597,-20.68,0.02367,0.06713,-99
1.757,-21.53,-0.34,0.06341,2298
2.268,-21.2,0.07958,0.07005,-99
2.33,-20.9,0.09551,0.07044,-99
1.44,-20.28,-0.7277,0.06278,2298
1.69,-21.37,-0.6629,0.07961,-99
2.374,-19.74,0.654,0.04407,394.2
1.606,-19.79,-0.8797,0.05329,-99
2.493,-20.53,0.8372,0.04358,394.2
2.161,-19,0.6085,0.04545,394.2
1.343,-18.94,0.6941,0.04332,394.2
2.343,-19.89,0.8849,0.04366,394.2
2.48,-21.69,-0.1714,0.0676,-99
2.134,-20.12,1.302,0.06838,-99
2.141,-20.28,1.38,0.06968,-99
2.247,-20.31,0.9709,0.06719,-99
2.527,-22.17,1.432,0.06711,-99
2.46,-21.73,0.09884,0.04211,394.2
2.2,-20.89,0.4358,0.04518,394.2
2.793,-22.11,1.431,0.0672,-99
1.17,-19.57,-0.9405,0.05599,2400
1.815,-20.58,0.1797,0.06655,-99
1.732,-20.26,0.5591,0.067,-99
1.706,-21.51,1.291,0.06463,-99
2.641,-20.38,0.3055,0.04127,394.2
2.191,-20.07,0.8897,0.06487,-99
1.173,-20.04,1.134,0.06418,2298
2.282,-19.98,1.375,0.06566,-99
2.095,-19.72,0.8216,0.04552,394.2
2.396,-20.6,0.6949,0.04214,394.2
1.356,-19.12,-0.2409,0.07916,-99
2.472,-22.03,0.6744,0.04487,394.2
1.422,-20.09,0.6889,0.07112,-99
1.982,-20.69,0.6858,0.0714,-99
2.14,-21.26,0.84,0.07139,-99
2.465,-21.75,0.7452,0.04379,394.2
1.884,-21.46,1.02,0.0707,-99
2.677,-20.36,0.6935,0.04403,394.2
2.203,-19.39,0.6086,0.05109,-99
1.218,-18.5,0.4854,0.01853,-99
2.115,-20.24,0.8979,0.0517,-99
1.511,-17.46,0.518,0.01767,-99
2.471,-20.71,0.7114,0.04984,-99
2.246,-21.62,0.03688,0.06366,359.7
2.408,-22.03,0.6224,0.04968,-99
2.381,-20.95,0.8303,0.05049,-99
2.512,-21.88,0.7548,0.04994,-99
2.396,-21.31,0.3122,0.04584,924.5
2.474,-21.17,0.01515,0.06412,359.7
1.657,-21.58,-0.002822,0.06455,359.7
2.285,-21.74,0.4315,0.0667,359.7
2.399,-20.58,0.6691,0.04308,924.5
2.33,-19.74,0.3534,0.04699,924.5
2.488,-20.83,0.9407,0.04509,924.5
2.467,-20.52,0.7802,0.04579,924.5
2.448,-22.49,-0.5179,0.06934,359.7
2.503,-20.45,-0.4897,0.0692,359.7
2.264,-20.42,0.03694,0.04402,924.5
2.471,-21.46,0.1174,0.04374,924.5
2.42,-20.16,1.101,0.04807,611.9
2.283,-19.08,1.259,0.04809,611.9
2.344,-19.59,1.189,0.04602,924.5
2.479,-20.08,1.111,0.04186,924.5
2.355,-19.63,1.365,0.04366,924.5
2.647,-21.17,1.473,0.0447,924.5
2.339,-20.35,0.9527,0.04797,611.9
2.409,-21.37,1.033,0.04581,924.5
3.288,-24.58,1.489,0.04424,924.5
2.581,-21.47,0.5239,0.03931,-99
2.275,-19.24,0.3002,0.04693,924.5
2.339,-20.45,0.3348,0.04559,924.5
2.534,-21.97,0.4408,0.04404,924.5
1.627,-21.03,-0.6096,0.07546,1401
2.091,-21.66,-0.6491,0.07599,1401
1.844,-22.25,-0.5648,0.07883,-99
2.214,-20.74,0.1187,0.06807,359.7
2.494,-22.01,-0.3156,0.06918,359.7
1.625,-18.94,0.9827,0.04498,924.5
1.637,-21.04,-0.4331,0.06956,359.7
1.258,-20.22,0.6377,0.04479,924.5
2.266,-19.79,1.056,0.04552,394.2
2.368,-20.42,1.121,0.04168,394.2
2.377,-20.75,-0.2558,0.07112,-99
2.456,-20.58,0.7267,0.0428,924.5
2.231,-20.21,0.9873,0.04463,394.2
2.48,-19.01,0.8313,0.04143,394.2
2.322,-19.52,1.118,0.0432,394.2
2.425,-19.84,0.9889,0.04228,924.5
2.618,-21.79,0.6026,0.04194,924.5
2.432,-20.53,0.9779,0.04191,924.5
2.091,-18.99,0.6644,0.0445,924.5
2.418,-20.3,0.9736,0.0446,924.5
2.313,-20.64,1.058,0.04297,924.5
2.233,-19.46,0.8452,0.04357,924.5
2.429,-21.6,1.088,0.04629,924.5
2.342,-19.26,0.8079,0.04497,924.5
2.483,-21.46,1.037,0.0457,924.5
2.32,-20.19,0.8351,0.04221,924.5
4.529,-23.15,1.027,0.04219,924.5
2.406,-19.7,1.645,0.04335,924.5
2.487,-21.41,0.9875,0.04609,924.5
2.267,-20.01,1.142,0.04279,924.5
2.464,-19.91,1.357,0.04115,924.5
2.442,-19.04,1.346,0.04174,394.2
2.446,-18.99,1.025,0.04087,394.2
2.482,-19.6,1.539,0.04403,924.5
2.519,-21.84,1.573,0.0392,-99
2.462,-21.73,0.9317,0.04408,924.5
2.161,-21.53,1.373,0.04312,924.5
2.493,-21.12,1.064,0.04434,924.5
2.261,-19.5,1.32,0.0446,924.5
2.403,-20.82,1.52,0.04534,924.5
2.212,-20.11,1.101,0.04809,611.9
2.353,-20.84,1.314,0.04502,924.5
2.417,-21.41,1.507,0.0422,924.5
2.488,-21.68,0.9724,0.04232,924.5
1.877,-19.33,1.112,0.04769,611.9
2.137,-19.6,1.103,0.04538,924.5
2.385,-20.5,1.036,0.04343,924.5
2.462,-21.79,0.6629,0.04881,561.1
2.234,-20.38,0.9086,0.04305,394.2
1.034,-20.34,-0.6618,0.0754,1401
2.237,-19.93,1.147,0.04119,924.5
2.673,-20.27,1.285,0.04432,924.5
2.377,-19.32,1.475,0.04399,924.5
2.619,-22.3,1.009,0.04532,924.5
2.388,-20.4,1.358,0.04472,924.5
2.428,-19.98,1.407,0.04599,924.5
2.578,-22.16,1.407,0.04185,924.5
2.288,-19.25,1.498,0.04552,924.5
1.795,-22.4,1.354,0.04465,924.5
2.181,-19.6,1.447,0.04236,924.5
2.41,-20.78,0.9181,0.0442,924.5
2.33,-21.23,0.995,0.04836,611.9
2.341,-19.05,1.064,0.04433,924.5
2.334,-20.43,1.282,0.0432,924.5
2.118,-19.22,1.398,0.04504,924.5
2.537,-21.71,0.8959,0.04336,924.5
1.785,-20.03,0.8757,0.04662,924.5
2.403,-21.24,1.197,0.04687,924.5
2.326,-19.78,0.797,0.04309,924.5
2.497,-20.88,0.9239,0.04396,924.5
1.474,-18.98,-0.2796,0.07192,1401
2.461,-21.5,0.9602,0.04481,394.2
2.403,-20.98,0.882,0.04619,924.5
2.245,-20.16,1.306,0.04283,924.5
2.414,-22.21,0.6361,0.04773,611.9
2.538,-21.4,0.899,0.0397,-99
2.364,-21.8,0.8034,0.04418,924.5
2.288,-19.5,1.237,0.04478,924.5
2.382,-21.02,1.129,0.04224,924.5
1.378,-20.47,-0.7001,0.0731,1401
2.284,-20.63,1.087,0.044,924.5
1.1,-20.56,1.149,0.04508,394.2
1.206,-19.67,0.5036,0.04777,611.9
2.447,-21.73,1.147,0.04454,924.5
1.057,-19.07,0.01362,0.04401,394.2
2.438,-20.32,0.1642,0.04294,394.2
2.448,-22.76,1.317,0.06739,-99
2.456,-20.79,0.815,0.04373,394.2
2.33,-20.64,0.4267,0.0434,394.2
1.912,-20.21,0.8093,0.04471,394.2
2.482,-21.61,-0.3753,0.06307,2298
1.223,-19.56,-0.7157,0.05425,-99
2.183,-22.2,0.1256,0.0638,2298
2.41,-21.17,-0.03985,0.06887,-99
2.421,-20.25,0.9128,0.06783,-99
2.085,-20.99,-11.09,0.05185,-99
2.257,-20.72,0.1086,0.06669,359.7
2.026,-20.03,-0.1607,0.06654,359.7
2.381,-21.48,0.226,0.06715,-99
2.413,-19.94,0.5522,0.04391,394.2
2.449,-21.93,0.3127,0.04215,394.2
1.377,-18.75,0.642,0.04621,394.2
2.197,-19.78,0.442,0.04326,394.2
2.136,-19.36,0.6423,0.04433,394.2
2.496,-22.21,-0.08127,0.06345,2298
2.364,-21.03,0.002139,0.06269,2298
1.812,-20.6,0.5053,0.04484,394.2
1.707,-20.59,0.315,0.04394,394.2
2.604,-19.94,-0.04381,0.06674,359.7
2.883,-21.01,0.3737,0.07997,-99
2.266,-19.46,0.742,0.04523,394.2
1.726,-20.63,0.09149,0.07935,-99
2.301,-19.45,1.239,0.04281,394.2
2.19,-20.81,0.08741,0.07979,-99
2.093,-20.61,0.7973,0.04404,394.2
2.531,-21.33,0.3704,0.04474,394.2
2.252,-20.19,0.8015,0.06154,2298
1.503,-19.95,0.0898,0.06469,359.7
2.204,-21.24,0.06166,0.07962,-99
2.368,-22.6,0.1423,0.07909,-99
2.501,-20.63,0.808,0.0437,394.2
2.294,-19.81,0.6037,0.04481,394.2
2.278,-21.96,0.9061,0.04418,394.2
1.795,-21.92,-0.3355,0.07093,-99
2.49,-21.51,-0.02245,0.07888,-99
1.596,-21.22,0.08594,0.07869,-99
1.694,-20.63,0.9935,0.04448,394.2
2.485,-21.51,1.174,0.06369,359.7
2.345,-20.19,0.5778,0.04628,394.2
1.947,-20.22,0.9167,0.06407,359.7
1.044,-18.92,1.291,0.06416,359.7
1.983,-20.41,0.9249,0.0622,2298
2.448,-19.76,0.8871,0.06438,359.7
2.254,-19.96,0.09816,0.06762,359.7
2.337,-21.01,1.003,0.06351,2298
2.509,-22.47,1.111,0.0639,359.7
2.556,-21.77,-0.1815,0.07887,-99
2.22,-21.41,0.3325,0.04289,394.2
2.461,-21.21,-0.04807,0.06711,359.7
2.539,-20.8,0.6354,0.06258,2298
1.224,-20.56,-0.3523,0.06284,2298
2.395,-20.46,0.3694,0.04454,394.2
1.964,-21.9,0.3097,0.04497,394.2
2.371,-20.54,0.3592,0.04476,394.2
2.01,-19.64,-0.4021,0.04514,394.2
2.079,-21.02,-0.8537,0.06768,359.7
2.353,-19.93,0.04815,0.06427,359.7
2.316,-21.46,-0.4785,0.07919,-99
1.953,-20.8,-0.2918,0.0627,2298
1.22,-20.16,-0.3121,0.04481,394.2
1.343,-20.68,-0.4733,0.07945,-99
2.355,-20.24,-0.1434,0.06377,359.7
2.533,-22.18,0.05978,0.06677,359.7
2.445,-22.17,-0.373,0.06378,359.7
1.731,-20.2,-0.8915,0.07096,-99
1.323,-19.68,0.1779,0.06448,359.7
2.239,-19.51,-0.2202,0.04226,394.2
1.991,-18.11,-0.07665,0.01845,-99
2.347,-22.5,-0.3139,0.07903,-99
2.442,-21.94,-0.7025,0.07863,-99
2.148,-21.09,0.02317,0.06715,359.7
2.044,-21.01,-0.09913,0.06341,2298
1.826,-20.98,-0.04198,0.0635,2298
2.46,-20.58,0.3315,0.0463,611.9
1.232,-20.7,-0.009033,0.04616,611.9
2.638,-21.4,-0.03496,0.04572,611.9
2.413,-19.58,0.1678,0.04635,611.9
1.662,-20.29,0.2141,0.07412,1401
1.99,-19.43,0.4396,0.04518,611.9
2.091,-20.98,0.1384,0.06868,359.7
2.17,-19.84,0.3939,0.04634,611.9
1.479,-20.35,0.09341,0.07537,1401
1.766,-21.66,0.0931,0.07429,1401
1.538,-20.24,-0.2716,0.07846,-99
1.793,-21.02,0.1202,0.06712,359.7
1.755,-21.02,0.2234,0.06643,359.7
2.319,-19.43,-0.147,0.04859,561.1
1.85,-21.29,-0.3113,0.06662,359.7
2.302,-22.3,0.737,0.06857,359.7
1.32,-20.48,-0.2374,0.07862,-99
1.884,-20.25,0.951,0.06735,359.7
2.455,-20.96,0.5258,0.06715,359.7
3.099,-21.05,0.9165,0.0657,359.7
2.769,-20.38,1.158,0.06732,359.7
1.913,-20.96,0.3004,0.04562,924.5
2.254,-20.53,1.062,0.06722,359.7
1.815,-21.09,1.003,0.06566,359.7
1.834,-21.87,0.6632,0.06714,359.7
2.187,-20.31,0.9282,0.06822,359.7
2.611,-20.9,0.2923,0.06853,359.7
2.029,-22.75,-0.1245,0.07363,1401
2.107,-20.36,0.02014,0.068,359.7
2.414,-21.3,0.732,0.06667,359.7
2.26,-20.44,0.7982,0.06821,359.7
2.18,-21.68,0.9768,0.06617,359.7
2.653,-22.05,0.9122,0.06877,359.7
2.54,-20.97,0.9783,0.06605,359.7
1.949,-22.09,1,0.06584,359.7
2.516,-20.93,1.096,0.06666,359.7
2.376,-21.03,1,0.06643,359.7
1.493,-20.45,0.0666,0.06613,359.7
2.414,-22.27,1.19,0.06571,359.7
2.229,-20.4,1.174,0.06589,359.7
1.554,-20.79,-0.2323,0.07192,1401
1.826,-18.23,0.1344,0.01775,-99
1.616,-19.52,0.6415,0.06702,359.7
2.407,-21.28,0.4928,0.06771,359.7
1.332,-17.45,0.1839,0.0198,-99
1.288,-18.56,0.3822,0.01939,-99
